KdBar,Barcode,Nmbar,KdKel,NmKel,HBeli,HPokok,HJual,markup,StAwal,StMasuk,StKeluar
'8995227500308,'8995227500308,LARUTAN CAP KAKI TIGA JERUK,BTL,MINUMAN,5417,5417,8000,47.68322,8,90,317
'8992772485012,'8992772485012,COOLANT 175 ML,BTL,MINUMAN,4500,4500,6500,51.16279,7,24,78
'8992772485029,'8992772485029,COOLANT STAR FRUIT 175 ML,BTL,MINUMAN,4800,4800,7000,45.83333,10,5,26
'8997009781110,'8997009781110,HYDRO COCO 500 ML,BTL,MINUMAN,11029,11029,14000,26.93807,10,45,333
'8992858527308,'8992858527308,HYDRO COCO 250 ML,BTL,MINUMAN,5828,5828,8000,37.26836,9,48,434
'8996001600207,'8996001600207,TEH PUCUK HARUM 240 ML,BTL,MINUMAN,5500,5500,8000,45.45455,8,54,456
'8992761166205,'8992761166205,FRESTEA MADU 350 ML,BTL,MINUMAN,2750,2750,5000,118.15009,8,57,38
'8992761166052,'8992761166052,FRESTEA TEH ORIGINAL 350 ML,BTL,MINUMAN,3000,3000,5000,66.66667,7,22,106
'8992761166229,'8992761166229,FRESTEA MARKISA 350 ML,BTL,MINUMAN,3500,3500,5000,0,7,0,67
'8992761166212,'8992761166212,FRESTEA APEL 350 ML,BTL,MINUMAN,2292,2292,5000,118.15009,9,48,231
'8992761122324,'8992761122324,FRESTEA TEH MELATI 500ML,BTL,MINUMAN,5600,5600,8000,0,10,0,-9
'8992761122348,'8992761122348,FRSTEA MARKISA 500ML,BTL,MINUMAN,,5600,8000,0,8,0,90
'8992761122331,'8992761122331,FRESTEA APEL 500ML,BTL,MINUMAN,4917,4594.63,7000,42.36323,6,30,44
'8992388133017,'8992388133017,NIU MILK TEA 330ML,BTL,MINUMAN,5500,5500,8000,45.45455,5,202,235
'8992388133345,'8992388133345,NIU TEH TARIK,BTL,MINUMAN,5500,5500,8000,45.45455,8,147,229
'8851019510132,'8851019510132,POCKY DOUBLE CHOCO,WFR,WAFFER,8400,8400,12000,0,10,0,18
'8994504121311,'8994504121311,LUCKY STICK,WFR,WAFFER,7000,7000,10000,0,5,0,1
'8851019210117,'8851019210117,POCKY CHOCOLATE FLAVOUR,WFR,WAFFER,7400,7400,12000,0,5,2,48
'8851019210124,'8851019210124,POCKY STRAWBERRY FLAVOUR,WFR,WAFFER,8400,8400,12000,0,9,0,25
'8851019210292,'8851019210292,POCKY COOKIES&CREAM,WFR,WAFFER,7400,7400,12000,0,9,2,38
'8851019210193,'8851019210193,POCKY CHOCO BANANA,WFR,WAFFER,8400,8400,12000,0,9,0,25
'8851019210223,'8851019210223,POCKY MATCHA GREEN TEA,WFR,WAFFER,7400,7400,12000,0,6,2,26
'8996001302316,'8996001302316,MALKIST ABON 27G,WFR,WAFFER,550,550,1500,172.72727,9,90,334
'8996001302620,'8996001302620,MALKIST COKELAT 21G,WFR,WAFFER,900,900,1500,87.5,9,20,280
'8992775305034,'8992775305034,GERY SALUT 18G,WFR,WAFFER,800,800,1500,87.5,10,10,251
'8992775305188,'8992775305188,GERRY SALUT MATCHA 18G,WFR,WAFFER,550,550,1500,172.72727,8,30,152
'8996001312261,'8996001312261,MALKIST KEJU MANIS 23G,WFR,WAFFER,1050,1050,1500,0,9,0,66
'8992761145019,'8992761145019,COLA COLA 25OML,BTL,MINUMAN,2333,2333,5000,114.31633,9,36,314
'8997025060169,'8997025060169,BIG STRAWBERI 535ML,BTL,MINUMAN,3500,3500,5000,0,8,0,21
'8997025060183,'8997025060183,BIG LEMON 535 ML,BTL,MINUMAN,3500,3500,5000,0,9,0,23
'8997025060176,'8997025060176,BIG JERUK 535 ML,BTL,MINUMAN,3500,3500,5000,0,6,0,8
'8992761145033,'8992761145033,FANTA 250ML,BTL,MINUMAN,2333,2333,5000,0,6,12,135
'8992761145026,'8992761145026,SPRITE 250 ML,BTL,MINUMAN,2395,2395,5000,108.76827,9,36,209
'8996006853387,'8996006853387,FRUIT TEA APEL 500 ML,BTL,MINUMAN,5000,5000,8000,60,8,35,30
'8996006855541,'8996006855541,FRUIT TEA GUAVA 500 ML,BTL,MINUMAN,5600,5600,8000,0,5,24,160
'8997035563544,'8997035563544,POCARI SWEAT 250ML,BTL,MINUMAN,5500,5500,7000,27.27273,5,95,672
'8992761002053,'8992761002053,FANTA ANGGUR 390 ML,BTL,MINUMAN,4000,4000,7000,75,10,12,33
'8992709818401,'8992709818401,MR.P HONEY ROASTED PEANUTS,KCK,KACANG,6000,6000,12000,100,6,0,13
'8992709838409,'8992709838409,"MR,P CHILI ROASTED PENUTS",KCK,KACANG,6000,6000,12000,100,6,0,11
'8992709538361,'8992709538361,MR.P CHILI ROASTEAD CASHEW,KCK,KACANG,19000,19000,25000,31.57895,9,0,4
'8992709728403,'8992709728403,MR.P ROASTED CASHEWNUTS,KCK,KACANG,19300,19300,25000,29.53368,9,0,14
'8992709718404,'8992709718404,MR.P HONEY CASHEWNUTS,KCK,KACANG,19300,19300,25000,29.53368,8,0,5
'8992709848408,'8992709848408,MR.P ORIGINAL GARLIC PEANUTS,KCK,KACANG,6000,6000,12000,100,5,0,4
'8992709818807,'8992709818807,MR.P HONEY 80G,KCK,KACANG,14300,14300,18000,25.87413,5,4,27
'8992709848415,'8992709848415,MR.P ORIGINAL GARLIC 80G,KCK,KACANG,12000,12000,20000,66.66667,10,0,3
'8992709718800,'8992709718800,MR.P HONEY CASHEW NUT 80G,KCK,KACANG,38000,38000,45000,18.42105,10,0,11
'8992709548360,'8992709548360,MR.P CHILI CASHEW NUTD 80G,KCK,KACANG,38000,38000,45000,18.42105,7,0,5
'8992709728809,'8992709728809,MR.P ROASTED CASHEW NUTS 80G,KCK,KACANG,38000,38000,45000,18.42105,6,0,22
'8992709838805,'8992709838805,MR.P CHILI ROASTED PENAUT 80G,KCK,KACANG,12000,12000,20000,66.66667,7,0,18
'8992709667290,'8992709667290,MR.P KACANG ATOM 130G,KCK,KACANG,7200,7200,12000,66.66667,9,0,16
'8992709416249,'8992709416249,MR.P MIX NUT 80 G',KCK,KACANG,21000,21000,30000,42.85714,8,0,21
'8996001318430,'8996001318430,BETTER VANILLA CREAM 22G,WFR,WAFFER,1750,1750,2500,42.85714,9,199,212
'8996001302088,'8996001302088,MALKIST ROMA CRACKERS,WFR,WAFFER,900,900,1500,66.66667,6,66,411
'8993175538541,'8993175538541,NEXTAR NANAS 42G,WFR,WAFFER,1750,1750,3000,71.42857,8,42,203
'8993175539210,'8993175539210,NEXTAR COKELAT,WFR,WAFFER,1750,1750,3000,71.42857,7,12,276
'8992775315033,'8992775315033,GERY SALUT,WFR,WAFFER,350,350,500,0,7,0,14
'8992761002022,'8992761002022,SPRITE LEMON LIME 390ML,BTL,MINUMAN,4000,4000,7000,75,5,55,580
'8996006855145,'8996006855145,TEH BOTOL SOSRO ORIGINAL 450ML,BTL,MINUMAN,5150,5150,8000,55.33981,6,78,539
'8995227500124,'8999988888989,LARUTAN CAP KAKI TIGA 200ML,BTL,MINUMAN,3000,3000,5000,66.66667,8,95,166
'8995227500261,'8995227500261,LARUTAN CAP KAKI TIGA 500ML,BTL,MINUMAN,5800,5800,8000,37.93103,5,140,488
'8996129803504,'8996129803504,AIR CLEO 550ML,BTL,MINUMAN,3500,3500,5000,0,7,0,90
'8992761139018,'8992761139018,AIR ADES 600ML,BTL,MINUMAN,3500,3500,5000,0,5,0,1186
'LG,'8990007910094,LEM G,LM,LEM,5000,5000,10000,100,5,79,184
'8996006858016,'8996006858016,TEH BOTOL SOSRO ORIGINAL 350ML,BTL,MINUMAN,3600,3600,5000,38.88889,10,418,307
'8992761002039,'8992761002039,FANTA STRAWBERY 390ML,BTL,MINUMAN,4400,4400,7000,59.09091,6,45,158
'8992752112518,'8992752112518,MIZONE CRANBERRY 500ML,BTL,MINUMAN,3250,3250,6000,84.61538,8,148,419
'8992752122708,'8992752122708,LEVITE MIX 350ML,BTL,MINUMAN,4200,4200,6000,0,10,0,13
'8992752122609,'8992752122609,LEVITE TIMUN & LEMON 350ML,BTL,MINUMAN,4200,4200,6000,0,6,0,8
'8992775712603,'8992775712603,MYTEA TEH OOLONG,BTL,MINUMAN,4250,4250,7000,64.70588,7,8,66
'8992752011057,'8992752011057,AIR VIT 1500ML,BTL,MINUMAN,5600,5600,8000,0,10,0,0
'8992761136185,'8992761136185,FANTA STRAWBERRY 1L,BTL,MINUMAN,9500,9500,12000,26.31579,7,18,24
'8997035600324,'8997035600324,POCARI SWEAT 2L,BTL,MINUMAN,20000,20000,25000,25,10,10,148
'8992761136178,'8992761136178,SPRITE LEMON 1L,BTL,MINUMAN,9500,9500,12000,26.31579,10,33,207
'8992761136161,'8992761136161,COCA COLA ORIGINAL 1L,BTL,MINUMAN,9500,9500,13000,36.84211,7,73,410
'089686816013,'089686816013,PEPSI BLUE 1.5L,BTL,MINUMAN,14000,14000,20000,0,6,0,3
'8992696425316,'8992696425316,NESCAFE BLACK 200M,BTL,MINUMAN,4900,4900,7000,0,10,0,3
'8792792585026,'8792792585026,ADEM SARI LEMON 350ML,BTL,MINUMAN,4900,4900,7000,0,6,0,1
'749921030382,'749921030382,HILO CHOCOLATE AVOCADO 200ML,BTL,MINUMAN,4200,4200,6000,0,9,0,25
'BS,'BS,BOOTSTRAP COLD BREW COFFEE,BTL,MINUMAN,26000,26000,36000,38.46154,8,0,32
'8991002121089,'8991002121089,GOOD DAY CAPPUCINO 250ML,BTL,MINUMAN,5100,5100,8000,56.86275,8,174,496
'8991002121003,'8991002121003,GOOD DAY TIRAMISU BLISS 250ML,BTL,MINUMAN,5200,5200,8000,53.84615,10,18,174
'8992761145071,'8992761145071,FANTA JERUK 250ML,BTL,MINUMAN,3500,3500,5000,0,8,0,65
'8992761002046,'8992761002046,FANTA JERUK 390ML,BTL,MINUMAN,4400,4400,7000,59.09091,6,66,84
'8992761002015,'8992761002015,COCA COLA ORIGINAL 390ML,BTL,MINUMAN,4250,4250,7000,64.70588,9,144,840
'8997035563414,'8997035563414,POCARI SWEAT 500ML,BTL,MINUMAN,6500,6500,9000,38.46154,9,207,1102
'8886001026025,'8886001026025,ASTOR CHOCOLATE 150G,WFR,WAFFER,8400,8400,12000,0,8,0,12
'8886001026056,'8886001026056,ASTOR CHOCOLATE 40G,WFR,WAFFER,5000,5000,7000,40,10,8,28
'9310155540100,'9310155540100,FANTASTIC SEAWEED 100G,WFR,WAFFER,8400,8400,12000,0,6,0,5
'8888166607392,'8888166607392,KHONG GUAN SALTCHEESE 175G,WFR,WAFFER,10000,10000,12000,20,6,4,13
'8888166336568,'8888166336568,NISSIN CRISPY CRACKERS 225G,C,CEMILAN,10500,10500,13000,23.80952,8,20,142
'8886015201111,'8886015201111,GOOD TIME CLASSIC 72G,C,CEMILAN,7500,7500,10000,33.33333,10,10,25
'8996001302248,'8996001302248,ROMA SARI GANDUM 149G,C,CEMILAN,6200,6200,8000,0,7,12,43
'8992775305164,'8992775305164,GERY SALUT MATCHA LATTE 110G,C,CEMILAN,5800,5800,8000,37.93103,10,16,36
'8996001312445,'8996001312445,ROMA MALKIST TIRAMISU 120G,C,CEMILAN,5600,5600,8000,0,7,0,22
'8992775001783,'8992775001783,GERY SALUT CHOCOLATE COCONUT,WFR,WAFFER,5500,5500,8000,45.45455,10,6,29
'8992775315057,'8992775315057,GERY SALUT CHOCOLATE 110G,WFR,WAFFER,5800,5800,8000,37.93103,6,10,32
'8996001302026,'8996001302026,ROMA MALKIST CRACKERS 135G,WFR,WAFFER,5000,5000,8000,60,5,16,81
'8992775305102,'8992775305102,GERY SALUT COCONUT 105G,WFR,WAFFER,5800,5800,8000,37.93103,5,10,35
'8888166330306,'8888166330306,NISSIN LEMONIA LEMON 130G,WFR,WAFFER,8000,8000,10000,25,6,4,35
'089686600308,'089686600308,CHEETOS JAGUNG BAKAR 75G,C,CEMILAN,6300,6300,9000,0,6,0,113
'8996001302323,'8996001302323,ROMA MALKIST ABON 135G,WFR,WAFFER,5850,5850,8000,36.75214,7,33,29
'8992775315095,'8992775315095,GERY SALUT SWEET CHEESE 110G,WFR,WAFFER,5800,5800,8000,45.45455,5,14,48
'8996001305003,'8996001305003,ROMA SARI GANDUM P.BUTTER 115G,WFR,WAFFER,6700,6700,8000,20.30075,9,41,124
'8996001312278,'8996001312278,ROMA MALKIST KEJU MANIS 120G,WFR,WAFFER,6500,6500,8000,0,7,6,20
'8996001302392,'8996001302392,ROMA MALKIST ABON 250G,WFR,WAFFER,9100,9100,13000,0,8,0,1
'8996001301142,'8996001301142,ROMA BISKUIT KELAPA 300G,WFR,WAFFER,8250,8250,11000,33.33333,9,26,40
'8996001312353,'8996001312353,ROMA MALKIST KELAPA KOPYOR,WFR,WAFFER,7000,7000,11000,22.22222,8,21,18
'7622210946546,'7622210946546,BISKUAT SANDWICH CHOCOLATE 27G,CKL,COKELAT,1400,1400,2000,0,7,0,14
'3005201901,'3005201901,PURI BALI COFFEE 100G,KOPI ,COFFE,26000,26000,40000,53.84615,10,0,9
'502201707,'502201707,PURI BALI CALONARANG 200G,KOPI ,COFFE,44500,44500,60000,34.83146,9,0,0
'017,'017,PURI BALI LEGONG 200G,KOPI ,COFFE,26000,26000,35000,34.61538,9,0,2
'502201704,'502201704,PURI BALI PURI BALI 200G,KOPI ,COFFE,26000,26000,40000,53.84615,6,0,10
'45,'45,KARTU REMI,KRT,KARTU,7000,7000,15000,114.28571,10,20,42
'54,'54,DOMINO,KRT,KARTU,4000,4000,7000,75,8,0,56
'K,'K,ODOL,PGI,PASTA GIGI,10500,10500,15000,0,8,0,0
'013256190418,'013256190418,TONG GARDEN SALTED MACADAMIAS,KCK,KACANG,21000,21000,30000,0,10,0,13
'013256290514,'013256290514,TONG GARDEN SALTED ALMONDS 35G,KCK,KACANG,15151,15151,20000,32.00449,10,8,49
'013256300411,'013256300411,TONG GARDEN HONEY ALMONDS 35G,KCK,KACANG,15151,15151,20000,32.00449,10,6,25
'013256110515,'013256110515,TONG GARDEN SALTED PEANUTS 42G,KCK,KACANG,5827,5827,10000,71.6149,8,7,58
'013256010402,'013256010402,TG SALTED PISTACHIOS,KCK,KACANG,15151,15151,20000,32.00449,9,8,36
'013256160350,'013256160350,TONG GARDEN HONEY SUNFLOWER,KCK,KACANG,7000,7000,10000,0,8,0,16
'013256140406,'013256140406,TONG GARDEN HONEY PEANUTS 42G,KCK,KACANG,5827,5827,10000,71.6149,8,7,45
'013256210468,'013256210468,TONG GARDEN SALTED CASHEW NUTS,KCK,KACANG,15151,15151,20000,32.00449,7,8,67
'013256220412,'013256220412,TONG GARDEN HONEY ROASTED 40G,KCK,KACANG,15151,15151,20000,32.00449,6,6,37
'8850291102721,'8850291102721,TG CSHW NUT MACADAIMAS SALTED,KCK,KACANG,16927,16927,22000,29.96987,5,8,43
'013256200414,'013256200414,TONG GARDEN HONEY MACADAMIAS,KCK,KACANG,24975,24975,30000,20.12012,10,6,16
'8850291100031,'8850291100031,TONG GARDEN BBQ SUNFLOWER 30G,KCK,KACANG,7000,7000,10000,0,7,0,9
'8850291180309,'8850291180309,TONG GARDEN SALTED PUMKINS 30G,KCK,KACANG,7000,7000,10000,0,9,0,13
'GLN,'GLN,AIR GALON,BTL,MINUMAN,17500,17500,21000,20,6,311,1858
'8850291100185,'8850291100185,TONG GARDEN PAPRIKA PUPMKINS,KCK,KACANG,7000,7000,10000,0,5,0,19
'N2P,'N2P,NOTA 2PLY,BK,BUKU,4500,4500,7000,55.55556,9,0,41
'AP104,'AP104,AMPLOP PAPERLINE 104,KRTS,KERTAS,170,170,1000,488.23529,8,0,151
'AP110,'AP110,AMPLOP PAPERLINE 110,KRTS,KERTAS,200,200,2000,900,7,0,95
'AP90,'AP90,AMPLOP PAPERLINE 90,KRTS,KERTAS,220,220,2500,1036.36364,6,0,11
'8998866500340,'8998866500340,MAXI PROTEX SOFT CARE,SFX,SOFTEX,550,550,2000,566.66667,5,20,24
'8992727004169,'8992727004169,LAURIER DOUBLE COMFORT,SFX,SOFTEX,1400,1400,2000,0,9,0,101
'8998866500739,'8998866500739,MAXI PROTEX NON GEL,SFX,SOFTEX,1400,1400,2000,0,6,0,4
'8998866500357,'8998866500357,MAXI WING PROTEX SOFT CARE,SFX,SOFTEX,550,2200,2000,0,7,20,18
'8999999036690,'8999999036690,LUX MAGICAL SPELL,SBN,SABUN,2800,2800,5000,78.57143,10,0,21
'8993189270277,'8993189270277,CHARM BODY FIT,SFX,SOFTEX,1300,1300,2000,0,5,20,69
'8999999031107,'8999999031107,LUX LILY FRESH,SBN,SABUN,2800,2800,5000,78.57143,9,0,15
'8999999036607,'8999999036607,LUX SOFT ROSE,SBN,SABUN,4300,10300,6000,39.53488,7,10,12
'SBS,'SBS,PULPEN SNOWMAN V-5,PEN,PULPEN,2800,2800,6000,114.28571,7,34,108
'GKBH,'GKBH,PEMOTONG KUKU SADANG,GNTG,GUNTING,5750,5750,12000,108.69565,6,0,7
'GKIH,'GKIH,PEMOTONG KUKU BESAR,GNTG,GUNTING,7750,7750,20000,158.06452,10,0,7
'8997016060512,'8997016060512,A SATU 16,RK,ROKOK,20650,20650,23000,11.38015,10,48,414
'8997016060499,'8997016060499,A SATU KECIL,RK,ROKOK,11600,11600,15000,29.31034,8,20,173
'8999908442208,'8999908442208,POLARIS SODA WATER 330ML,BTL,MINUMAN,5000,5000,8000,60,8,60,267
'8992756333513,'8992756333513,BEER CARLSBERG 33OML,BTL,MINUMAN,21000,21000,30000,0,5,0,97
'8999999042646,'8999999042646,RINSO CAIR 40 ML,SBN,SABUN,1150,1150,2000,73.91304,9,24,76
'8992756533685,'8992756533685,BEER CARLSBERG 620ML,BEER,BEER,30100,30100,43000,0,6,0,68
'8886002100229,'8886002100229,BEER BALI HAI 330ML,BEER,BEER,16115,16115,25000,55.13497,8,24,88
'8886002100021,'8886002100021,BEER BALI HAI 620ML,BEER,BEER,28625,28625,35000,22.27074,9,12,85
'8997034250056,'8997034250056,BALI CIDER 330ML,BEER,BEER,27080,27080,31000,14.47563,7,120,104
'8999999059309,'8999999059309,LIFEBOY TOTAL 10,SBN,SABUN,2800,2800,5000,78.57143,5,12,33
'8993560024185,'8993560024185,DETTOL COOL,SBN,SABUN,2800,2800,5000,78.57143,7,12,27
'8999999059316,'8999999059316,LIFEBOY MILD CARE,SBN,SABUN,2800,2800,5000,78.57143,5,0,19
'8993560024208,'8993560024208,DDETTOL SENSITIVE,SBN,SABUN,2800,2800,5000,78.57143,6,0,4
'8999999533731,'8999999533731,CITRA BENGKOANG,SBN,SABUN,2800,2800,5000,78.57143,6,12,29
'8999999059323,'8999999059323,LIFEBOY LEMON FRESH,SBN,SABUN,2800,2800,5000,78.57143,5,0,30
'8992959953020,'8992959953020,SWEETY PANTS M1',POP,POPOK,3300,3300,5000,51.51515,6,0,11
'8993189270796,'8993189270796,MAMYPOKO X TRA KERING,POP,POPOK,2800,2800,4000,0,5,0,14
'8993189271748,'8993189271748,MAMYPOKO PANTS S1,POP,POPOK,1500,1500,3000,100,8,0,0
'8993189272936,'8993189272936,MAMYPOKO PANTS MINI S 9 pcs,POP,POPOK,15000,15000,20000,33.33333,6,0,1
'8993189271762,'8993189271762,MAMYPOKO PANTS S11,POP,POPOK,15000,15000,20000,33.33333,7,0,4
'8993189270826,'8993189270826,MAMYPOKO L8,POP,POPOK,15500,15500,21000,35.48387,10,0,23
'8993189270857,'8993189270857,MAMYPOKO PANTS XXL6,POP,POPOK,15600,15600,22000,41.02564,6,0,8
'8993189270802,'8993189270802,MAMYPOKO PANTS M9,POP,POPOK,15000,15000,20000,33.33333,10,0,6
'8993189272943,'8993189272943,MAMYPOKO STANDAR MINI S 22 pcs,POP,POPOK,21000,21000,30000,0,5,0,1
'8992727000383,'8992727000383,BIORE PURE MILD,SBN,SABUN,8000,8000,15000,87.5,9,0,8
'8992727006514,'8992727006514,BIORE MILD SCRUB,SBN,SABUN,8000,8000,15000,87.5,9,0,10
'8992727006279,'8992727006279,BIORE CHEERFUL CHOCOBERRY,SBN,SABUN,8000,8000,15000,87.5,8,0,8
'4902430792165,'4902430792165,PANTENE ANTI LEPEK 75ML,POP,POPOK,12500,12500,18000,44,5,3,14
'4902430399333,'4902430399333,PANTENE TOTAL DAMAGE CARE 70ML,SBN,SABUN,16000,16000,18000,50,6,3,9
'4902430414944,'4902430414944,PANTENE LONG BLACK 75ML,SBN,SABUN,12500,12500,18000,44,8,0,14
'4902430399418,'4902430399418,PANTENE PERAWATAN RAMBUT 75ML,SBN,SABUN,16000,16000,18000,50,9,11,19
'4902430538572,'4902430538572,PANTENE MENUTRISI RAMBUT 70ML,SBN,SABUN,12000,12000,18000,50,5,0,15
'8992727000543,'8992727000543,BIORE ACTIVE ANTIBACTERIAL,SBN,SABUN,8000,8000,15000,87.5,10,0,9
'8992727003858,'8992727003858,BIORE LIVELY REFRESH,SBN,SABUN,8000,8000,15000,87.5,8,0,10
'8998866602563,'8998866602563,NUVO TEA TREE OIL,SBN,SABUN,2800,2800,5000,78.57143,5,0,9
'6901404010814,'6901404010814,BEE FLOWERBRAND,SBN,SABUN,2800,2800,15000,435.71429,5,0,8
'8999999533724,'8999999533724,CITRA KUKUR PEARLY,SBN,SABUN,2800,2800,5000,78.57143,9,0,1
'8999999710866,'8999999710866,PEPSODENT HERBAL 190G,PGI,PASTA GIGI,15000,15000,20000,33.33333,10,0,10
'8999999706180,'8999999706180,PEPSODENT WHITE 190G,PGI,PASTA GIGI,11200,11200,15000,33.92857,7,0,12
'089686596465,'089686596465,LAYS RUMPUT LAUT 78G,SNK,SNACK,9100,9100,13000,0,9,0,112
'8996129801029,'8996129801029,CLEO GALON,BTL,MINUMAN,15000,15000,22000,46.66667,7,0,112
'FLG,'FLG,FLUG MULTIMULPUS,KCK,KACANG,25500,25500,40000,0,5,12,44
'8992696404441,'8992696404441,BEAR BRAND 189ML,BTL,MINUMAN,9233,9233,12000,29.96859,7,122,735
'gas,'gas,GAS BSAR,LPG,GAS,195000,195000,230000,17.94872,8,5,132
'GAS K,'GAS K,GAS KECIL,LPG,GAS,22000,22000,28000,27.27273,8,161,1445
'8888021200171,'8888021200171,BATERAI,BTI,BATERAI,36700,36700,55000,49.86376,8,0,13
'8999777000011,'8999777000011,NIVEA BODY LOTION,SNB,SUNBLOCK,22600,22600,75000,231.85841,5,0,5
'079656651485,'079656651485,SPORT 110SPF,SNB,SUNBLOCK,222000,222000,270000,21.62162,5,0,9
'079656000078,'079656000078,ALOE VERA GEL 230,SNB,SUNBLOCK,133000,133000,160000,20.30075,7,0,-1
'079656649598,'079656649598,ALOE VERA GEL 90,SNB,SUNBLOCK,72000,72000,95000,31.94444,8,0,-1
'8999777857837,'8999777857837,NIVEA SPF 30_100,SNB,SUNBLOCK,92700,92700,130000,40.23732,7,2,25
'4005808856671,'4005808856671,NIVEA SUN KIDS 50+,SNB,SUNBLOCK,192600,192600,252000,30.84112,5,2,4
'4005808260706,'4005808260706,NIVEA SUN PROTECT 50 _200ML,SNB,SUNBLOCK,175000,175000,230000,31.42857,8,0,21
'8999999050009,'8999999050009,SUNLIGHT,SBN,SABUN,1400,1400,2000,0,9,0,38
'4005808255559,'4005808255559,NIVEA SUN PROTEC SPF 50_200ML,SNB,SUNBLOCK,149100,149100,200000,34.13816,5,0,8
'4005808856695,'4005808856695,NIVEA SUN,SNB,SUNBLOCK,192500,192500,250000,29.87013,10,0,15
'073010414099,'073010414099,TAMPAX,SFX,SOFTEX,56000,56000,80000,0,6,0,2
'8998899994659,'8998899994659,AUTAN 100ML,OBT,OBAT NYAMUK,10800,10800,18000,66.66667,8,0,28
'8999777013202,'8999777013202,after sun,SNB,SUNBLOCK,118000,118000,155000,31.35593,5,0,15
'8999777013691,'8999777013691,sun kids,SNB,SUNBLOCK,118800,118800,155000,30.47138,7,0,8
'4005808269990,'4005808269990,after sun,SNB,SUNBLOCK,150000,150000,195000,30,9,0,7
'4005808009497,'4005808009497,nivea sun,SNB,SUNBLOCK,144400,144400,200000,38.50416,5,0,10
'8999777855987,'8999777855987,nivea kids,SNB,SUNBLOCK,84000,84000,120000,0,6,0,3
'4005808430208,'4005808430208,nivea sun,SNB,SUNBLOCK,183000,183000,245000,33.87978,6,0,12
'8999777857844,'8999777857844,nivea sun,SNB,SUNBLOCK,105000,105000,150000,0,9,0,19
'4005808713226,'4005808713226,nivea body serum,SNB,SUNBLOCK,35000,35000,50000,0,6,0,5
'50070657,'50070657,FISHERMANS FRIEND CITRUS 25G,P,PERMEN,14000,14000,20000,0,7,0,-2
'50357154,'50357154,fishermans friend mint,P,PERMEN,14000,14000,20000,0,10,0,23
'50604159,'50604159,FISHERMANS FRIEND LEMON 25G,P,PERMEN,11690,7014,15000,28.3148,5,6,1
'8886013223207,'8886013223207,FRENCH FRIES 62G,P,PERMEN,7200,7200,9000,25,5,33,24
'96068809,'96068809,FISHERMANS FRIEND B.CURRANT25G,P,PERMEN,11690,4676,15000,28.3148,6,6,-4
'4005808854165,'4005808854165,nivea sun,SNB,SUNBLOCK,105000,105000,150000,0,6,0,0
'8999777004194,'8999777004194,nivea dry comfort,SNB,SUNBLOCK,17500,17500,25000,0,9,0,8
'8999777006259,'8999777006259,nivea invisible,SNB,SUNBLOCK,14000,14000,20000,0,6,0,5
'8999777007430,'8999777007430,nivea whitening hapy shave,SNB,SUNBLOCK,38500,38500,55000,0,7,0,2
'8996006320117,'8996006320117,TEH BOTOL ORIGINAL 200ML,BTL,MINUMAN,2400,2400,4000,66.66667,10,44,154
'8999777004354,'8999777004354,nivea black n white,SNB,SUNBLOCK,17500,17500,25000,0,10,0,5
'8999777004552,'8999777004552,NIVEA BLACK & WHITE MAN,SNB,SUNBLOCK,16700,16700,25000,49.7006,8,0,12
'8997050801416,'8997050801416,tiger balm,OB,OBAT OBATAN,18900,18900,27000,0,7,0,17
'8992779311109,'8992779311109,AUTAN OFF,OBT,OBAT NYAMUK,500,500,35000,41.12903,7,0,30
'8997050801430,'8997050801430,tiger balm white,OB,OBAT OBATAN,18900,18900,27000,0,6,0,10
'8993058300500,'8993058300500,komix jahe,OB,OBAT OBATAN,1400,1400,2500,78.57143,6,60,158
'8993058300807,'8993058300807,komik jeruk,OB,OBAT OBATAN,1500,1500,2500,66.66667,6,210,350
'1412345371858,'100,ROTI,RTI,ROTI,1000,2.76,2000,0,5,10025,1048
'812345371312,'8123453713120,lintang cream ball,RTI,ROTI,7000,7000,10000,0,6,0,124
'8998899004105,'8998899004105,autan sahset,OBT,OBAT NYAMUK,500,500,2000,0,5,48,103
'8992772311014,'8992772311014,soffel,OBT ,OBAT NYAMUK,500,500,2000,0,7,24,261
'305212311006,'305212311006,VASELINE ORIGINAL,PK,PERAWATAN KULIT,40000,40000,60000,50,8,0,7
'95506302,'95506302,STREPSILS MENTHOL COOL 21G,P,PERMEN,16666,16666,20000,20.0048,7,0,23
'95506296,'95506296,strepsils original,OBT,OBAT NYAMUK,10500,10500,15000,0,6,0,13
'95506319,'95506319,STREPSILS HONEY LEMON 21G,P,PERMEN,16666,16666,20000,20.0048,5,24,25
'8991038110514,'8991038110514,kapas,PK,PERAWATAN KULIT,4000,4000,15000,0,5,10,13
'8992832601185,'8992832601185,casablanca romantic,PFR,PARFUM,14000,14000,20000,0,8,0,2
'8992832601192,'8992832601192,casablanca classic,PFR,PARFUM,14000,14000,20000,0,10,0,3
'8992832602137,'8992832602137,casablanca ambitious,PFR,PARFUM,14000,14000,20000,0,7,0,2
'8992832601208,'8992832601208,casablanca energetik,PFR,PARFUM,14000,14000,20000,0,6,0,1
'8992832604094,'8992832604094,casablanca elegance,PFR,PARFUM,14000,14000,20000,0,8,0,2
'8992832602731,'8992832602731,casablanca sporty,PFR,PARFUM,14000,14000,20000,0,9,0,0
